gene	chromosome	start	end	log2	depth	weight	n_bins	segment_weight	segment_probes
ADAM2	chr8	39601088	39701091	-0.717424	0.00260424	3.57447	5	61.3261	76
IDO1	chr8	39761093	39801094	-0.717424	0.00464877	1.54402	2	61.3261	76
IDO2	chr8	39801094	39881096	-0.717424	0.0076653	3.09454	4	61.3261	76
TCIM	chr8	40001099	40021100	-0.717424	0.00539973	0.995765	1	61.3261	76
SIRLNT	chr8	40181104	40201105	-0.717424	0.00534973	0.695424	1	61.3261	76
ZMAT4	chr8	40381110	40761120	-0.717424	0.00646979	11.5306	16	61.3261	76
SFRP1	chr8	41101130	41141131	-0.717424	0.00976628	1.89347	2	61.3261	76
GOLGA7	chr8	41341136	41381137	-0.936882	0.00535978	1.77639	2	78.2289	94
LOC102723729	chr8	41381137	41441139	-0.936882	0.00912818	2.40489	3	78.2289	94
GPAT4	chr8	41441139	41501141	-0.936882	0.00971668	2.42113	3	78.2289	94
ANK1	chr8	41501141	41761148	-0.936882	0.00565762	10.6462	13	78.2289	94
KAT6A	chr8	41781148	41901152	-0.936882	0.00608328	5.10455	6	78.2289	94
LOC105379393	chr8	41921152	41981154	-0.936882	0.00758725	2.66247	3	78.2289	94
AP3M2	chr8	42001154	42041155	-0.936882	0.0039422	1.50827	2	78.2289	94
PLAT	chr8	42041155	42081157	-0.936882	0.00555973	1.57433	2	78.2289	94
LOC101929897	chr8	42101157	42141158	-0.936882	0.00720808	1.79926	2	78.2289	94
IKBKB	chr8	42141158	42181159	-0.936882	0.00352455	1.80549	2	78.2289	94
POLB	chr8	42201160	42241161	-0.936882	0.00492961	1.30221	2	78.2289	94
VDAC3	chr8	42241161	42281162	-0.936882	0.00420841	1.81429	2	78.2289	94
SLC20A2	chr8	42281162	42401165	-0.936882	0.00600642	5.62105	6	78.2289	94
SMIM19	chr8	42401165	42421166	-0.936882	0.00354982	0.99194	1	78.2289	94
CHRNB3	chr8	42541169	42601171	-0.936882	0.0105586	2.53258	3	78.2289	94
CHRNA6	chr8	42601171	42641172	-0.936882	0.011416	1.67241	2	78.2289	94
THAP1	chr8	42681173	42701174	-0.936882	0.00359982	0.730132	1	78.2289	94
RNF170	chr8	42701174	42761175	-0.936882	0.0052664	2.61427	3	78.2289	94
HOOK3	chr8	42761175	42881179	-0.936882	0.00673504	4.59025	6	78.2289	94
FNTA	chr8	42901179	42941180	-0.936882	0.00360002	1.61168	2	78.2289	94
POMK	chr8	42941180	42981181	-0.936882	0.00256145	1.61952	2	78.2289	94
HGSNAT	chr8	42981181	43061184	-0.936882	0.00263568	3.31246	4	78.2289	94
POTEA	chr8	43141186	43201187	-0.936882	0.0101351	2.00014	3	78.2289	94
ASNSP1	chr8	47481305	47541307	-0.522924	0.00777341	2.23534	3	19.0523	22
LOC100287846	chr8	48081321	48121323	-0.575975	0.016008	1.93672	2	32.4546	42
SPIDR	chr8	48161324	48661337	-0.575975	0.00679697	17.9646	24	32.4546	42
PRKDC	chr8	48701338	48881343	-1.02804	0.00571229	6.47464	9	30.8647	37
MCM4	chr8	48881343	48901344	-1.02804	0.00359982	0.998629	1	30.8647	37
UBE2V2	chr8	48901344	48981346	-1.02804	0.00479885	3.92604	4	30.8647	37
LOC101929268	chr8	49461359	49481360	-1.02804	0.00349983	0.722598	1	30.8647	37
LOC101929268	chr8	49481360	49581363	-1.29663	0.00468752	4.72886	5	4.72886	5
SNTG1	chr8	50821397	51141405	-0.615287	0.00378204	8.17181	9	14.5064	16
SNTG1	chr8	51621419	51701421	-0.453841	0.00418075	2.78502	4	4.72815	7
PXDNL	chr8	52641447	52741449	-0.748433	0.00542159	3.73744	4	4.72758	5
PCMTD1	chr8	52741449	52761450	-0.748433	0.00179991	0.990136	1	4.72758	5
ST18	chr8	53021457	53341466	-1.03871	0.00423667	11.8027	14	15.8107	19
RB1CC1	chr8	53541471	53641474	-0.764489	0.00428728	4.18365	5	4.18365	5
NPBWR1	chr8	53841480	53861480	-0.509891	0.00525	0.954955	1	7.28494	11
OPRK1	chr8	54121487	54181489	-1.81721	0.0059852	1.80071	3	6.0152	8
LOC100507516	chr8	54421496	54441496	-0.930806	0.00355	0.693	1	22.1182	27
ATP6V1H	chr8	54621501	54761505	-0.930806	0.005186	3.42012	5	22.1182	27
RGS20	chr8	54761505	54881508	-0.930806	0.00581601	4.85303	5	22.1182	27
TCEA1	chr8	54881508	54901509	-0.930806	0.00894955	0.889831	1	22.1182	27
LYPLA1	chr8	54941510	55001512	-0.935446	0.00674212	2.73195	3	33.3638	40
MRPL15	chr8	55041513	55061513	-0.935446	0.00355	0.804532	1	33.3638	40
RNU105C	chr8	55241518	55261519	-0.935446	0.00534973	0.998911	1	33.3638	40
SOX17	chr8	55361521	55381522	-0.935446	0.00179991	0.54373	1	33.3638	40
RP1	chr8	55521526	55561527	-0.935446	0.00442924	1.57753	2	33.3638	40
XKR4	chr8	56001539	56061541	-0.520744	0.00605617	2.16701	3	4.02792	5
XKR4	chr8	56201545	56461552	-1.18573	0.00401728	10.3439	12	18.3594	23
TMEM68	chr8	56641557	56681558	-1.18573	0.0063194	1.71076	2	18.3594	23
LYN	chr8	56781560	56941565	-0.479218	0.00804634	6.69069	8	17.2189	20
RPS20	chr8	56961565	56981566	-0.479218	0.00524974	0.866424	1	17.2189	20
MOS	chr8	57021567	57041568	-0.479218	0.00344983	0.85922	1	17.2189	20
PLAG1	chr8	57061568	57121570	-0.479218	0.00644464	2.88496	3	17.2189	20
LOC101929415	chr8	57341576	57481580	-0.880533	0.00623605	4.19455	5	5.94076	7
IMPAD1	chr8	57861590	57921592	-0.943431	0.00520793	1.92071	2	15.2153	19
LINC01606	chr8	58121597	58161598	-0.943431	0.00610678	1.38787	2	15.2153	19
LOC286178	chr8	58641612	58661612	-0.566426	0.00535	0.602565	1	17.9514	22
FAM110B	chr8	58981621	59081624	-0.624753	0.00636579	4.42662	5	5.00351	6
UBXN2B	chr8	59361631	59381632	-0.816422	0.00884956	0.992045	1	3.89616	6
CYP7A1	chr8	59401632	59421633	-0.816422	0.00714964	0.464709	1	3.89616	6
NSMAF	chr8	59501635	59521636	-0.816422	0.00179991	0.887616	1	3.89616	6
TOX	chr8	59701641	59841645	-0.65505	0.0053366	3.76427	6	6.69843	10
TOX	chr8	59881646	60041650	-0.451731	0.00589015	5.37797	6	11.3535	14
CA8	chr8	61081679	61101679	-0.603938	0.0071	0.679983	1	4.82141	6
CA8	chr8	61141680	61201682	-0.706251	0.0039386	2.66784	3	14.712	17
LINC01301	chr8	61301685	61341686	-0.706251	0.00933373	1.79108	2	14.712	17
RAB2A	chr8	61421688	61521691	-0.706251	0.00712722	3.68661	4	14.712	17
CHD7	chr8	61601693	61781698	-0.593061	0.00539469	6.85954	8	28.9675	37
LOC100130298	chr8	61861700	61881701	-0.593061	0.00524974	0.862098	1	28.9675	37
CLVS1	chr8	62181709	62381714	-0.593061	0.00726949	6.40001	9	28.9675	37
ASPH	chr8	62621721	62641721	-0.927562	0.00705	0.917876	1	13.6976	17
NKAIN3	chr8	63141735	63261738	-0.480722	0.00533545	4.32686	5	5.31698	6
NKAIN3	chr8	63381742	63881755	-0.975579	0.00400943	16.7302	20	16.7302	20
YTHDF3	chr8	64061760	64141763	-1.38728	0.00451735	1.83718	2	4.55321	5
LOC102724612	chr8	64361769	64401770	-0.531732	0.00529544	1.6478	2	17.6133	22
CYP7B1	chr8	65521801	65721806	-1.41353	0.00523451	6.53297	8	13.003	17
LINC01299	chr8	66421825	66461826	-1.0795	0.00606497	1.91388	2	12.9707	15
ARMC1	chr8	66501827	66561829	-1.0795	0.004781	2.72487	3	12.9707	15
MTFR1	chr8	66561829	66641831	-1.0795	0.00558408	3.64346	4	12.9707	15
PDE7A	chr8	66641831	66721834	-1.0795	0.00437267	3.01163	4	12.9707	15
DNAJC5B	chr8	66921839	67001841	-0.760796	0.00738702	2.21613	4	14.181	20
TRIM55	chr8	67021842	67101844	-0.760796	0.0049834	2.76443	4	14.181	20
LINC00967	chr8	67101844	67121845	-0.760796	0.00354982	0.998955	1	14.181	20
ADHFE1	chr8	67361851	67381852	-0.919405	0.00719964	0.91584	1	6.06935	8
VXN	chr8	67401852	67441853	-0.919405	0.00609261	1.31222	2	6.06935	8
MYBL1	chr8	67481854	67541856	-0.919405	0.00418642	2.34721	3	6.06935	8
C8orf44-SGK3	chr8	67661859	67781863	-0.677926	0.00634195	4.17595	5	45.3765	57
MCMDC2	chr8	67781863	67841864	-0.677926	0.00419687	2.512	3	45.3765	57
TCF24	chr8	67841864	67881865	-0.677926	0.0104029	1.90903	2	45.3765	57
PPP1R42	chr8	67881865	67941867	-0.677926	0.00684481	2.56832	3	45.3765	57
COPS5	chr8	67941867	67981868	-0.677926	0.00179995	1.91426	2	45.3765	57
CSPP1	chr8	67981868	68121872	-0.677926	0.00406086	5.09141	6	45.3765	57
ARFGEF1	chr8	68121872	68261876	-0.677926	0.0062096	4.81877	6	45.3765	57
LOC102724708	chr8	68261876	68421880	-0.677926	0.00851227	6.30261	8	45.3765	57
CPA6	chr8	68441881	68661887	-0.677926	0.00526481	6.88024	9	45.3765	57
PREX2	chr8	68861892	68921894	-0.677926	0.00393847	2.61961	3	45.3765	57
PREX2	chr8	68981896	69161901	-0.800455	0.00568392	6.54574	8	16.6132	21
C8orf34-AS1	chr8	69221902	69261903	-0.800455	0.00264302	1.88069	2	16.6132	21
C8orf34	chr8	69261903	69521910	-0.800455	0.00434979	7.33289	9	16.6132	21
C8orf34	chr8	69721916	69741916	-0.45499	0.00355	0.890999	1	7.6519	10
LINC01592	chr8	69821919	69961923	-0.45499	0.00601971	4.12783	6	7.6519	10
LINC01603	chr8	70321932	70361934	-1.00942	0.00177735	1.82076	2	23.2946	27
SULF1	chr8	70361934	70581940	-1.00942	0.00470367	8.33159	10	23.2946	27
SLCO5A1	chr8	70581940	70681942	-1.00942	0.00533504	3.2861	4	23.2946	27
SLCO5A1	chr8	70721943	70761945	-1.30759	0.00438492	1.75319	2	19.1107	23
PRDM14	chr8	70961950	71001951	-1.30759	0.00633166	1.92689	2	19.1107	23
NCOA2	chr8	71021952	71221957	-1.30759	0.004119	7.06237	8	19.1107	23
LOC101926892	chr8	71381962	71401962	-0.68614	0.00705	0.914472	1	24.5105	31
LACTB2-AS1	chr8	71521965	71581967	-0.68614	0.00222479	2.40337	3	24.5105	31
XKR9	chr8	71581967	71661969	-0.68614	0.00827236	2.75467	4	24.5105	31
EYA1	chr8	72101981	72121982	-0.68614	0.0139493	0.990149	1	24.5105	31
MSC-AS1	chr8	72741999	72942004	-0.917308	0.0039875	8.1317	10	9.64241	12
LOC392232	chr8	73102009	73162010	-0.403952	0.00475094	1.51853	2	4.44805	6
KCNB2	chr8	73442018	73522020	-0.419861	0.00398399	3.18992	4	9.71579	12
KCNB2	chr8	73582022	73722026	-0.978961	0.00486724	3.76556	5	3.76556	5
TERF1	chr8	73902031	73962032	-1.03393	0.00352322	1.75731	2	19.1259	22
SBSPON	chr8	73962032	74022034	-1.03393	0.00782168	1.11707	2	19.1259	22
C8orf89	chr8	74142037	74182038	-1.03393	0.00348149	1.68442	2	19.1259	22
RDH10	chr8	74202039	74242040	-1.03393	0.00795612	1.99223	2	19.1259	22
RDH10-AS1	chr8	74242040	74282041	-1.03393	0.00637856	1.74546	2	19.1259	22
STAU2	chr8	74322042	74402045	-1.03393	0.00521697	2.54078	3	19.1259	22
STAU2	chr8	74542048	74662052	-0.847911	0.00528386	5.12451	6	6.04033	7
UBE2W	chr8	74722053	74802056	-0.721713	0.00698763	2.27603	3	14.8395	20
ELOC	chr8	74842057	74882058	-0.721713	0.00429436	1.22409	2	14.8395	20
LY96	chr8	74902058	74942059	-0.721713	0.00518998	1.17881	2	14.8395	20
JPH1	chr8	75142065	75202066	-0.721713	0.00701771	2.02276	3	14.8395	20
MIR5681B	chr8	75442073	75462074	-1.48592	0.00534973	0.422302	1	4.07237	5
MIR2052HG	chr8	75502075	75682080	-0.41072	0.00677136	5.48412	7	12.4071	15
PI15	chr8	75722081	75782082	-0.41072	0.00358028	2.21564	3	12.4071	15
CRISPLD1	chr8	75922086	75962087	-1.22685	0.00357258	1.82116	2	8.43155	10
CASC9	chr8	76142092	76162093	-1.22685	0	0.5937	1	8.43155	10
ZFHX4-AS1	chr8	77582132	77602132	-4.82576	0.00525	0.91025	1	8.46516	10
ZFHX4	chr8	77602132	77762137	-4.82576	0.00256059	6.66351	8	8.46516	10
MIR3149	chr8	77862140	77882140	-0.869011	0.00355	0.990111	1	6.03944	8
PEX2	chr8	77902141	77922141	-0.869011	0.0018	0.995158	1	6.03944	8
LOC101927040	chr8	80662217	80742219	-0.728621	0.00676859	3.46666	4	7.08582	8
MRPS28	chr8	80822221	80962225	-0.494721	0.00711949	4.9238	6	15.2035	19
TPD52	chr8	80962225	81102229	-0.494721	0.00671061	6.15513	7	15.2035	19
MIR5708	chr8	81142230	81162230	-0.494721	0.0089	0.58927	1	15.2035	19
ZBTB10	chr8	81382236	81442238	-0.920944	0.00456449	2.25536	3	14.5513	18
ZNF704	chr8	81522240	81602242	-0.920944	0.0104848	3.54821	4	14.5513	18
FABP5	chr8	82182258	82202259	-0.654677	0.00359982	0.583447	1	6.52277	8
PMP2	chr8	82342263	82362263	-0.930558	0.0106	0.984463	1	8.45312	10
FABP4	chr8	82382264	82402264	-0.930558	0.0054	0.71842	1	8.45312	10
FABP12	chr8	82422265	82462266	-0.930558	0.00889971	1.27581	2	8.45312	10
IMPA1P1	chr8	82502267	82522268	-0.930558	0.00359982	0.997538	1	8.45312	10
LOC101927141	chr8	83822303	83882305	-0.480768	0.00441695	1.19735	2	7.45674	11
RALYL	chr8	85302344	85482349	-2.10941	0.00281303	4.84889	7	4.84889	7
RALYL	chr8	85662354	85842359	-0.652798	0.00368823	6.62598	8	10.2952	13
CA1	chr8	86262370	86302371	-1.0703	0.00519986	1.68965	2	11.1535	13
CA3-AS1	chr8	86362373	86382374	-1.0703	0.00719964	0.825298	1	11.1535	13
CA2	chr8	86382374	86402374	-1.0703	0.00525	0.890145	1	11.1535	13
PSKH2	chr8	87042392	87082393	-0.770698	0.00268122	1.76939	2	7.01639	8
ATP6V0D2	chr8	87102393	87122394	-0.770698	0.00539973	0.887219	1	7.01639	8
ATP6V0D2	chr8	87162395	87182396	-1.53607	0.00884956	0.792903	1	6.99521	10
SLC7A13	chr8	87222397	87262398	-1.53607	0.00390021	1.40972	2	6.99521	10
WWP1	chr8	87342400	87382401	-1.53607	0.00587647	1.12714	2	6.99521	10
RMDN1	chr8	87502404	87542406	-1.01251	0.00664068	1.7336	2	13.0609	16
CPNE3	chr8	87562406	87582407	-1.01251	0.0105495	0.702113	1	13.0609	16
CNGB3	chr8	87582407	87762412	-1.01251	0.00640848	6.45527	8	13.0609	16
LOC101929709	chr8	90742493	90782495	-0.894088	0.00262765	1.50773	2	14.8	19
RIPK2	chr8	90782495	90822496	-0.894088	0.00179995	1.66267	2	14.8	19
OSGIN2	chr8	90902498	90942499	-0.894088	0.00457494	1.20438	2	14.8	19
NBN	chr8	90962499	90982500	-0.894088	0.00359982	0.897773	1	14.8	19
DECR1	chr8	91002501	91082503	-0.894088	0.0069335	3.21135	4	14.8	19
CALB1	chr8	91082503	91102503	-0.894088	0.0018	0.997549	1	14.8	19
LINC00534	chr8	91222507	91382511	-0.900201	0.00504945	5.12572	6	15.7048	18
NECAB1	chr8	91802523	91962527	-1.08349	0.00309082	3.43512	4	19.0794	23
C8orf88	chr8	91982527	92002528	-1.08349	0.00179991	0.999841	1	19.0794	23
PIP4P2	chr8	92002528	92062530	-1.08349	0.00322856	2.43722	3	19.0794	23
OTUD6B-AS1	chr8	92062530	92082530	-1.08349	0.0018	0.721819	1	19.0794	23
OTUD6B	chr8	92082530	92102531	-1.08349	0.00359982	0.586866	1	19.0794	23
LRRC69	chr8	92102531	92242535	-1.08349	0.00550362	5.20435	6	19.0794	23
RUNX1T1	chr8	93002556	93122559	-0.469878	0.00450079	4.29131	5	8.6934	10
LOC102724710	chr8	93562571	93682574	-0.428996	0.00555762	4.88407	6	16.47	20
FLJ46284	chr8	93722575	93782577	-0.428996	0.00923419	0.920036	2	16.47	20
C8orf87	chr8	94162587	94182588	-3.60728	0.00179991	0.741209	1	4.01819	5
LINC00535	chr8	94342592	94382593	-1.13123	0.00254752	1.64158	2	4.90999	6
LINC00535	chr8	94382593	94722603	-0.891213	0.00529424	11.877	14	18.5547	23
RBM12B	chr8	94722603	94742603	-0.891213	0.0018	0.812129	1	18.5547	23
TMEM67	chr8	94762604	94842606	-0.891213	0.00450021	2.51451	4	18.5547	23
CDH17	chr8	95122614	95242617	-0.432804	0.00765807	5.55282	6	13.2	16
GEM	chr8	95242617	95282618	-0.432804	0.00533719	1.59233	2	13.2	16
RAD54B	chr8	95442623	95502624	-2.10158	0.00407589	2.60536	3	4.95312	6
VIRMA	chr8	95502624	95562626	-2.10158	0.00402266	2.34776	3	4.95312	6
VIRMA	chr8	95562626	95582626	-0.608395	0.0072	0.921114	1	12.5814	15
ESRP1	chr8	95642628	95722630	-0.608395	0.00473506	3.56162	4	12.5814	15
DPY19L4	chr8	95722630	95822633	-0.608395	0.00620307	4.19295	5	12.5814	15
INTS8	chr8	95842634	95882635	-0.608395	0.00904317	1.37858	2	12.5814	15
NDUFAF6	chr8	95922636	96042639	-1.33005	0.0049142	4.88574	6	4.88574	6
LINC01298	chr8	96202643	96242645	-0.66804	0.00716779	1.02144	2	17.7354	23
C8orf37	chr8	96242645	96282646	-0.66804	0.00588611	1.73095	2	17.7354	23
C8orf37-AS1	chr8	96282646	96682657	-0.66804	0.00668495	14.0383	18	17.7354	23
LOC100500773	chr8	96942664	96962664	-0.524626	0.00355	0.999352	1	4.0775	5
GDF6	chr8	97142669	97182670	-1.53322	0.00179995	1.39083	2	9.27592	13
UQCRB	chr8	97222671	97262673	-1.53322	0.00961064	1.74124	2	9.27592	13
PTDSS1	chr8	97262673	97362675	-1.53322	0.00668196	3.4015	5	9.27592	13
LOC102724804	chr8	97382676	97402676	-0.427522	0.009	0.741786	1	12.3234	16
SDC2	chr8	97502679	97642683	-0.427522	0.00733237	5.65423	7	12.3234	16
CPQ	chr8	97642683	97702685	-0.427522	0.00588393	2.68631	3	12.3234	16
CPQ	chr8	97722685	97862689	-1.44207	0.00347128	4.16037	6	4.16037	6
CPQ	chr8	97902690	98162697	-0.674735	0.00429852	8.53847	11	14.788	18
LOC101927066	chr8	98162697	98342702	-0.674735	0.00990302	6.24956	7	14.788	18
MTDH	chr8	98642710	98742713	-1.02011	0.0056533	3.93089	5	22.5716	27
LAPTM4B	chr8	98782714	98882717	-1.02011	0.00595645	4.20301	5	22.5716	27
MATN2	chr8	98882717	99062722	-1.02011	0.00580953	6.79986	8	22.5716	27
ERICH5	chr8	99062722	99122724	-1.02011	0.00721284	2.33176	3	22.5716	27
POP1	chr8	99122724	99142724	-1.02011	0.00355	0.918487	1	22.5716	27
NIPAL2	chr8	99262728	99322729	-0.974471	0.00578257	2.28494	3	8.77288	11
MIR9903	chr8	99402731	99422732	-0.974471	0.00539973	0.991393	1	8.77288	11
KCNS2	chr8	99422732	99462733	-0.974471	0.00877492	1.57981	2	8.77288	11
STK3	chr8	99462733	99482734	-0.974471	0.00524974	0.99519	1	8.77288	11
STK3	chr8	99522735	99922746	-0.683015	0.00491497	13.6817	17	28.8862	35
OSR2	chr8	99962747	99982747	-0.683015	0.00355	0.905205	1	28.8862	35
VPS13B	chr8	100022748	100402759	-0.683015	0.00439436	12.9709	15	28.8862	35
VPS13B	chr8	100402759	100522762	-2.65428	0.00330734	4.72294	6	4.72294	6
VPS13B	chr8	100662766	100762769	-2.39119	0.00460195	3.7109	5	3.7109	5
COX6C	chr8	100902773	100922773	-0.687997	0.00535	0.988407	1	4.38445	5
RGS22	chr8	100962774	101042776	-0.687997	0.0035174	2.53384	3	4.38445	5
RGS22	chr8	101042776	101122779	-0.825305	0.0050057	3.52593	4	25.054	31
SPAG1	chr8	101182780	101262782	-0.825305	0.00703239	3.64265	4	25.054	31
RNF19A	chr8	101262782	101362785	-0.825305	0.00278008	3.54281	5	25.054	31
MIR4471	chr8	101382786	101402786	-0.825305	0.0053	0.928848	1	25.054	31
ANKRD46	chr8	101502789	101582791	-0.825305	0.0047196	3.39789	4	25.054	31
SNX31	chr8	101582791	101662793	-0.825305	0.007394	3.29541	4	25.054	31
FLJ42969	chr8	102062804	102102806	-0.683211	0.00982362	1.94814	2	40.1604	49
ZNNT1	chr8	102162807	102182808	-0.683211	0.00529974	0.995156	1	40.1604	49
NACA4P	chr8	102362813	102382813	-0.683211	0.00525	0.943109	1	40.1604	49
GRHL2	chr8	102502817	102682821	-0.683211	0.00534697	6.34739	8	40.1604	49
NCALD	chr8	102682821	103022831	-0.683211	0.00747725	13.8599	17	40.1604	49
NCALD	chr8	103082832	103142834	-1.30969	0.00670118	2.60123	3	7.54667	10
RRM2B	chr8	103202836	103262837	-1.30969	0.0018	1.68882	2	7.54667	10
UBR5	chr8	103262837	103302838	-1.30969	0.00415556	1.24477	2	7.54667	10
UBR5	chr8	103322839	103442842	-0.739693	0.00448564	4.56532	6	42.8036	53
ODF1	chr8	103562846	103582846	-0.739693	0.0089	0.576749	1	42.8036	53
KLF10	chr8	103642848	103682849	-0.739693	0.007989	1.83705	2	42.8036	53
LOC101927245	chr8	103682849	103702849	-0.739693	0.01255	0.953806	1	42.8036	53
GASAL1	chr8	103802852	103822853	-0.739693	0.00174991	0.567668	1	42.8036	53
AZIN1	chr8	103842853	103882854	-0.739693	0.00549733	1.19877	2	42.8036	53
AZIN1-AS1	chr8	103882854	104002858	-0.739693	0.00629038	4.56934	6	42.8036	53
ATP6V1C1	chr8	104022858	104082860	-0.739693	0.00430701	2.40861	3	42.8036	53
LINC01181	chr8	104122861	104162862	-0.739693	0.00448322	1.87643	2	42.8036	53
BAALC	chr8	104162862	104242864	-0.739693	0.0101147	1.94369	3	42.8036	53
LOC105369147	chr8	104242864	104322867	-0.739693	0.00557975	3.39728	4	42.8036	53
FZD6	chr8	104322867	104362868	-0.739693	0.00523291	1.54557	2	42.8036	53
CTHRC1	chr8	104382868	104402869	-0.739693	0.00709965	0.999247	1	42.8036	53
SLC25A32	chr8	104422869	104442870	-0.739693	0.00704965	0.919418	1	42.8036	53
DCAF13	chr8	104442870	104462870	-0.739693	0.0018	0.751388	1	42.8036	53
RIMS2	chr8	104602874	105082887	-0.497364	0.00408655	9.47673	12	9.47673	12
RIMS2	chr8	105222891	105282893	-0.86671	0.00425592	2.88375	3	17.0551	21
DCSTAMP	chr8	105342895	105382896	-0.86671	0.00436425	1.34416	2	17.0551	21
DPYS	chr8	105402896	105482898	-0.86671	0.00555564	3.26208	4	17.0551	21
LRP12	chr8	105482898	105602902	-0.86671	0.00379747	3.93108	5	17.0551	21
OXR1	chr8	107262947	107402951	-1.46335	0.00416404	4.52606	6	6.84548	9
OXR1	chr8	107462953	107782962	-0.819667	0.00453054	7.61947	10	13.3758	17
ANGPT1	chr8	108502981	108522982	-0.404053	0.00884956	0.458468	1	4.11901	5
RSPO2	chr8	108902992	109102998	-1.04522	0.00528223	6.2523	8	17.2141	22
EIF3E	chr8	109203001	109243002	-1.04522	0.00411978	1.07681	2	17.2141	22
EMC2	chr8	109443007	109483008	-1.39009	0.0100192	1.25972	2	6.63609	9
TMEM74	chr8	109643013	109723015	-1.39009	0.00191422	1.8275	3	6.63609	9
NUDCD1	chr8	110263030	110363032	-0.513485	0.00371152	4.17019	5	9.09636	11
PKHD1L1	chr8	110363032	110423034	-0.513485	0.00245782	2.12287	3	9.09636	11
PKHD1L1	chr8	110423034	110563038	-2.99759	0.00185668	3.48055	5	3.48055	5
KCNV1	chr8	110963049	111003050	-1.20971	0.00352162	1.51917	2	4.46868	6
LINC01609	chr8	112163082	112263085	-0.586497	0.0046183	3.73087	5	7.48806	10
LINC02237	chr8	112403089	112423089	-0.586497	0.0036	0.58021	1	7.48806	10
CSMD3	chr8	114143136	114323141	-0.680263	0.00321414	4.26881	6	4.26881	6
TRPS1	chr8	116403198	116463200	-0.63947	0.00290738	2.71685	3	5.5048	6
TRPS1	chr8	116503201	116643205	-1.13474	0.00207836	4.38069	6	5.91061	8
LINC00536	chr8	117043216	117203220	-0.613613	0.00549128	5.38585	7	5.38585	7
LINC00536	chr8	117263222	117343224	-1.45019	0.00541403	3.60548	4	21.2831	27
EIF3H	chr8	117643232	117783236	-1.45019	0.00329288	5.5169	7	21.2831	27
UTP23	chr8	117783236	117803237	-1.45019	0.00179991	0.919391	1	21.2831	27
RAD21	chr8	117843238	117903240	-1.45019	0.00177393	2.5472	3	21.2831	27
SLC30A8	chr8	117943241	118123246	-0.965854	0.00502846	5.63749	6	6.93578	8
MED30	chr8	118523257	118543257	-0.78884	0.00175	0.812812	1	18.9128	23
EXT1	chr8	118803264	118883267	-0.78884	0.00451037	3.79104	4	18.9128	23
EXT1	chr8	118983269	119143274	-0.577841	0.00709234	6.45461	8	21.9542	29
SAMD12	chr8	119143274	119563285	-0.577841	0.00642206	15.4996	21	21.9542	29
SAMD12	chr8	119563285	119643287	-1.06116	0.00448223	2.01046	3	3.23791	5
SAMD12-AS1	chr8	119643287	119683289	-1.06116	0.00518245	1.22745	2	3.23791	5
TNFRSF11B	chr8	119963296	119983297	-0.849685	0.00359982	0.707943	1	12.2876	16
COLEC10	chr8	119983297	120123301	-0.849685	0.00453636	4.35843	6	12.2876	16
MAL2	chr8	120203303	120223303	-0.849685	0.0018	0.917853	1	12.2876	16
MAL2	chr8	120223303	120263304	-0.526161	0.00682917	1.73845	2	4.55236	5
CCN3	chr8	120423309	120443309	-0.459833	0.0088	0.933604	1	9.03574	11
ENPP2	chr8	120563313	120623314	-0.459833	0.00546415	2.28498	3	9.03574	11
ENPP2	chr8	120663315	120703317	-0.403929	0.00580308	1.6456	2	13.8413	18
TAF2	chr8	120743318	120863321	-0.403929	0.0078927	3.60869	5	13.8413	18
DEPTOR	chr8	120883321	121063326	-0.403929	0.00832583	7.00553	9	13.8413	18
COL14A1	chr8	121363335	121403336	-0.746821	0.00648484	1.63632	2	3.80532	5
MTBP	chr8	121463337	121523339	-0.746821	0.00418064	2.169	3	3.80532	5
SNTB1	chr8	121583341	121683343	-0.836654	0.00650966	4.14315	5	4.14315	5
SNTB1	chr8	121683343	121843348	-1.00047	0.00429435	7.04896	8	13.7487	16
SMILR	chr8	123423391	123583396	-1.00006	0.00571437	6.7348	8	26.8065	32
LINC01151	chr8	123663398	123723400	-1.00006	0.00413148	2.85204	3	26.8065	32
ZHX2	chr8	123783401	123983407	-1.00006	0.00641481	8.23603	10	26.8065	32
DERL1	chr8	124023408	124043408	-1.00006	0.0036	0.935705	1	26.8065	32
DERL1	chr8	124043408	124063409	-2.64996	0.00524974	0.32378	1	8.72701	12
TBC1D31	chr8	124083409	124183412	-2.64996	0.00236022	3.53903	5	8.72701	12
FAM83A	chr8	124183412	124223413	-2.64996	0.00518156	1.36739	2	8.72701	12
ZHX1-C8orf76	chr8	124223413	124283415	-2.64996	0.00128678	2.75219	3	8.72701	12
ATAD2	chr8	124383418	124423419	-0.902133	0.00601207	1.66367	2	22.3604	28
WDYHV1	chr8	124423419	124463420	-0.902133	0.0117927	1.50823	2	22.3604	28
FBXO32	chr8	124503421	124563423	-0.902133	0.0133234	2.21747	3	22.3604	28
KLHL38	chr8	124643425	124683426	-0.902133	0.00892616	1.88216	2	22.3604	28
ANXA13	chr8	124683426	124763428	-0.902133	0.00476243	3.36397	4	22.3604	28
FAM91A1	chr8	124763428	124843430	-0.902133	0.00305078	2.36452	3	22.3604	28
FER1L6	chr8	124863431	124983434	-0.902133	0.00547352	4.3844	6	22.3604	28
